sku,shortEmb,longEmb
62020298,מזמרת גבהים תוכי Combisystem איכותית ביותר תוצרת GARDENA גרמניה. מיועדת לשימוש עם ידיות טלסקופיות 12 חודשי אחריות תוצרת גרמניה,מזמרת גבהים תוכי Combisystem איכותית ביותר תוצרת GARDENA גרמניה. מיועדת לשימוש עם ידיות טלסקופיות 12 חודשי אחריות תוצרת גרמניה מיועדת לגיזום ענפים בגובה בקלות הודות לשיטת האחיזה בצורת תליה וביצוע החתוך מלמטה. מתאימה לענפים עד קוטר של 35 ממ
62020431,מדשנת ידנית GARDENA באיכות פרימיום מתאים לשטח של 100 מר טווח פיזור ברדיוס 0.5-2 מטר,"מדשנת ידנית GARDENA באיכות פרימיום מתאים לשטח של 100 מר טווח פיזור ברדיוס 0.5-2 מטר לפיזור דשן וליישומים נוספים כמו פיזור זרעים או כל חומר אחר עשוי מחומר פלסטי עמיד לאורך זמן רב נוח לשימוש, אחיזה ותפעול נוחים במיוחד קיבולת 1.8 ליטר דגם 431-30"
62022000,"מזמרת הגבהים החדשה של גרדנה GARDENA Loppers StarCut 160Plus לעבודה עד גובה 3.5 מטר תוצרת גרמניה, 25 שנות אחריות! לטיפוח ושמירה של עצים ושיחים גבוהים","מזמרת הגבהים החדשה של גרדנה GARDENA Loppers StarCut 160Plus לטיפוח ושמירה של עצים ושיחים גבוהים באורך 160 סמ המספקת טווח של עד 3.5 מטר כולל גובה המשתמש. חיתוך קל ומדוייק של ענפים בקוטר של עד 32 ממ, הודות ל להבים העשויים מפלדה מוקשית ולמנגנון כוח X12. אחיזה מיטבית של הענף בעת פעולת החיתוך. ידית אחיזה תחתונה למקסום עבודה בגובה. משקל 1.2 קג מידות באריזה: 160X20X8 סמ תוצרת גרמניה 25 שנות אחריות"
62022001,מזמרת הגבהים החדשה של גרדנה GARDENA Loppers StarCut 410Plus לטיפוח ושמירה של עצים ושיחים גבוהים 25 שנות אחריות! * האחריות מותנית בשימוש מתאים לכלי ואינה כוללת שברים מכניים בשל שימוש שאינו תואם לכלי,"מזמרת הגבהים החדשה של גרדנה GARDENA Loppers StarCut 410Plus לטיפוח ושמירה של עצים ושיחים גבוהים ידית טלסקופית באורך 410 - 230 סמ המספקת טווח של עד 6.5 מטר כולל גובה המשתמש. חיתוך קל ומדוייק של ענפים בקוטר של עד 32 ממ, הודות ל להבים העשויים מפלדה מוקשית ולמנגנון כוח X12. אחיזה מיטבית של הענף בעת פעולת החיתוך. ידית אחיזה תחתונה למקסום עבודה בגובה. משקל 2.1 קג מידות באריזה: 248X20X8 סמ תוצרת גרמניה 25 שנות אחריות! * האחריות מותנית בשימוש מתאים לכלי ואינה כוללת שברים מכניים בשל שימוש שאינו תואם לכלי"
62022002,מזמרת ענפים תוכי Classic תוצרת GARDENA גרמניה 25 שנות אחריות! בעלת להבי פלדה מצופים המאפשרים חיתוך חלק ונקי עד קוטר 42 ממ,מזמרת ענפים תוכי Classic תוצרת GARDENA גרמניה 25 שנות אחריות! בעלת להבי פלדה מצופים המאפשרים חיתוך חלק ונקי עד קוטר 42 ממ. ידיות חסונות בעלי פעולת מנוף המאפשרים השגת כוח חיתוך מרבי עם אותו מאמץ. אורך כולל של 500 ממ משקל 1.035 קג מידות 50X23X4 סמ דגם: 12002 תוצרת גרמניה 25 שנות אחריות! * האחריות מותנית בשימוש מתאים לכלי ואינה כוללת שברים מכניים בשל שימוש שאינו תואם לכלי
62022003,מזמרת ענפים תוכי Classic תוצרת GARDENA גרמניה בעלת להבי פלדה מצופים המאפשרים חיתוך חלק ונקי עד קוטר 35 ממ. ידיות חסונות בעלי פעולת מנוף המאפשרים השגת כוח חיתוך מרבי עם אותו מאמץ.,מזמרת ענפים תוכי Classic תוצרת GARDENA גרמניה בעלת להבי פלדה מצופים המאפשרים חיתוך חלק ונקי עד קוטר 35 ממ. ידיות חסונות בעלי פעולת מנוף המאפשרים השגת כוח חיתוך מרבי עם אותו מאמץ. אורך כולל של 680 ממ משקל 1.035 קג מידות 65.58X22.86X3.81 דגם: 12003 * האחריות מותנית בשימוש מתאים לכלי ואינה כוללת שברים מכניים בשל שימוש שאינו תואם לכלי
62022007,מזמרת ענפים המיועדת לענפים ירוקים בעלת להבי פלדה מצופים המאפשרים חיתוך חלק ונקי עד קוטר של 42 ממ,מזמרת ענפים המיועדת לענפים ירוקים בעלת להבי פלדה מצופים המאפשרים חיתוך חלק ונקי עד קוטר של 42 ממ. בעלי מנגנון העברת כח המאפשרים השגת כוח חיתוך מרבי עם אותו מאמץ. קלה ביותר וארגונומית. אורך כולל של 750 ממ .
62022008,מזמרת ענפים סדן Comfort דגם Gardena 750B תוצרת בגרמניה פי- 3 כוח חיתוך מיועדת לגיזום ענפים עבים במיוחד בקוטר של 42 ממ,מזמרת ענפים סדן Comfort דגם Gardena 750B תוצרת בגרמניה פי- 3 כוח חיתוך מיועדת לגיזום ענפים עבים במיוחד בקוטר של 42 ממ בנויה בצורה מסיבית בעלת להבי פלדה מצופים המאפשרים חיתוך מדויק ומהיר. מופעלת באמצעות מנגנון הנעה כפולה המאפשר השגת כוח חיתוך מרבי עם פחות מאמץ. ידיות ארגונומיות בעלות אחיזה רכה. מידות הכלי 79X23X3.8 סמ משקל 1.3 קג * האחריות מותנית בשימוש מתאים לכלי ואינה כוללת שברים מכניים בשל שימוש שאינו תואם לכלי
62022300,מבצע מספרי גדר חי מבית Gardena גרמניה לעבודה פשוטה ויעילה בגינה 25 שנות אחריות!!,מבצע מספרי גדר חי מבית Gardena גרמניה לעבודה פשוטה ויעילה בגינה 25 שנות אחריות!! מספרי גדר חי דגם 2300 מספרי גדר חי עם ידית עץ איכותיים ביותר תוצרת GARDENA גרמניה מיועדות לגיזום ענפי גדר חיה ירוקים בנויות בצורה מסיבית להקניית תוחלת חיים ארוכה. בעלי להב גלי ומגולוון. אורך להב 230 ממ. אורך הכלי 54 סמ. כוללים בלם למניעת זעזועים. משקל 890 גרם.
62022302,מספרי גדר חי מבית Gardena גרמניה לעבודה פשוטה ויעילה בגינה אידיאלי לפיסול שיחים בצורות שונות כמו הכדור הפופולרי או צורת הספירלה 25 שנות אחריות!!,"מספרי גדר חי מבית Gardena גרמניה לעבודה פשוטה ויעילה בגינה אידיאלי לפיסול שיחים בצורות שונות כמו הכדור הפופולרי או צורת הספירלה 25 שנות אחריות!! מספרי גדר חי איכותיים ביותר תוצרת GARDENA גרמניה מיועדות לגיזום ענפי גדר חיה ירוקים להבי פלדה ישרים, חזקים, עמידים וחדים מאוד המושלמים לחיתוך מדויק. קל משקל - ידיות פלסטיק מרופדות, קלות משקל, חוסכות כוח ואנרגיה לעבודה ארוכה מבלי להתעייף. אחיזה - מספרי GARDENA מאופיינים בידיות ErgoTec, עגולים ומאוזנים היטב בעלי צורה ארגונומית, מאוד נוחים בכל תנוחה. בנויות בצורה מסיבית להקניית תוחלת חיים ארוכה. אורך להב 180 ממ. אורך הכלי 407 ממ. משקל 630 גרם. כוללים בלם למניעת זעזועים. 25 שנות אחריות * המוצר זוכה פרס העיצוב 2020"
62022304,מספרי גדר חי טלסקופים איכותיים ביותר תוצרת GARDENA גרמניה. מיועדים לגיזום ענפי גדר חיה ירוקים. קל ונוח לשימוש.,מספרי גדר חי טלסקופים איכותיים ביותר תוצרת GARDENA גרמניה. מיועדים לגיזום ענפי גדר חיה ירוקים. קל ונוח לשימוש. בעלי להב גלי ומצופה למניעת הדבקות. אורך להב 250 ממ. דגם 12304 משקל 1380 גרם. ידיות אלומיניום טלסקופים אורך כולל של 70-90 סמ . כוללים בלם למניעת זעזועים אחריות 25 שנה!! * האחריות מותנית בשימוש מתאים לכלי ואינה כוללת שברים מכניים או בלאי בשל שימוש שאינו תואם לכלי.
62028737,מסור גיזום גובה Combisystem תוצרת GARDENA גרמניה. מחוסם ומיועד לניסור גובה של ענפים בקלות. ניסור מתבצע בשני הכיוונים. אורך להב של 300 ממ.,"מסור גיזום גובה Combisystem תוצרת GARDENA גרמניה. מחוסם ומיועד לניסור גובה של ענפים בקלות. ניסור מתבצע בשני הכיוונים. אורך להב של 300 ממ. לחיתוך חלק ולחסכון במאמץ. ידית ארגונומית בעלת אחיזה רכה. לשימוש ידני ,ניתן להסיר את הידית המיועדת לשימוש עם ידיות גובה טלסקופיות (מגיע ללא ידית הגובה). מכסה אבטחה לבורג הנעילה."
62028739,מסור גיזום גובה מחוסם דגם: 8739 Combisystem תוצרת GARDENA גרמניה. מחוסם וכפוף ומיועד לניסור גובה של ענפים בקלות. ניסור מתבצע בשני הכיוונים. אורך להב של 340 ממ.,מסור גיזום גובה מחוסם דגם: 8739 Combisystem תוצרת GARDENA גרמניה. מחוסם וכפוף ומיועד לניסור גובה של ענפים בקלות. ניסור מתבצע בשני הכיוונים. אורך להב של 340 ממ. וו בקצה הלהב לחיתוך של קצה הענף או קליפתו. לחיתוך חלק ולחסכון במאמץ. ידית ארגונומית בעלת אחיזה רכה. לשימוש ידני ניתן להסיר את הידית המיועדת לשימוש עם ידיות גובה טלסקופיות (מגיע ללא הידית גובה). מכסה אבטחה לבורג הנעילה.
62028742,מסור מתקפל איכותי ביותר תוצרת GARDENA גרמניה. משור המיועד לגינון ולקמפינג. אורך 135 ממ.,מסור מתקפל איכותי ביותר תוצרת GARDENA גרמניה. משור המיועד לגינון ולקמפינג. אורך 135 ממ. שיני הלהב פועלים לשני הכיוונים ומותירים חתך חלק ונקי של הענף. חוסך במאמץ . מאפשר עבודה בזוויות שונות של הלהב הניתנות לשינוי. בעל נעילת בטחון.
62028754,זוכת פרס העיצוב Reddot אחריות ל- 25 שנה! תוצרת גרמניה,זוכת פרס העיצוב Reddot אחריות ל- 25 שנה! תוצרת גרמניה מזמרת יד סדן Classic דגם 8754 מהנוחות והאמינות ביותר הקיימות בארץ מיועדת לגיזום פרחים וענפים ירוקים עד קוטר 18 ממ להבי פלדה מוקשחים עם ציפוי מונע הדבקות ידיות ארגונומיות המשתלבות בצורה מושלמת ביד תוספת רכיב רך לידיות מספק נוחות מקסימלית בעת הגיזום אפשרות להצרת רוחב הידית לגיזום קטרים קטנים בנוחות מרבית ולגננים בעלי ידיים קטנות. הצרת הכלי נעשית באמצעות התאמה נוספת בכפתור הבטיחות. להבים מצופים טפלון למניעת החלקה נעילת בטיחות ביד אחת * האחריות מותנית בשימוש מתאים לכלי ואינה כוללת שברים מכניים או בלאי בשל שימוש שאינו תואם לכלי
62028853,"זוכת פרס העיצוב 2016 תוצרת גרמניה, אחריות ל- 25 שנה!","זוכת פרס העיצוב Reddot 2016 תוצרת גרמניה, אחריות ל- 25 שנה! לגיזום ענפים ירוקים עד 22 ממ ידיות ארגונומיות המשתלבות בצורה מושלמת ביד תוספת רכיב רך לידיות מספק נוחות מקסימלית בעת הגיזום אפשרות להצרת רוחב הידית לגיזום קטרים קטנים בנוחות מרבית ולגננים בעלי ידיים קטנות. הצרת הכלי נעשית באמצעות התאמה נוספת בכפתור הבטיחות. להבים מצופים טפלון למניעת החלקה נעילת בטיחות ביד אחת * האחריות מותנית בשימוש מתאים לכלי ואינה כוללת שברים מכניים או בלאי בשל שימוש שאינו תואם לכלי"
62028857,זוכת פרס העיצוב Reddot 2016 אחריות ל- 25 שנה!,זוכת פרס העיצוב Reddot 2016 אחריות ל- 25 שנה! מזמרת יד סדן Classic דגם 8857 מיועדת לגיזום ענפים ירוקים עד 22 ממ ידיות ארגונומיות המשתלבות בצורה מושלמת ביד תוספת רכיב רך לידיות מספק נוחות מקסימלית בעת הגיזום אפשרות להצרת רוחב הידית לגיזום קטרים קטנים בנוחות מרבית ולגננים בעלי ידיים קטנות. הצרת הכלי נעשית באמצעות התאמה נוספת בכפתור הבטיחות. להבים מצופים טפלון למניעת החלקה נעילת בטיחות ביד אחת * האחריות מותנית בשימוש מתאים לכלי ואינה כוללת שברים מכניים או בלאי בשל שימוש שאינו תואם לכלי
62028906,מזמרת יד מקצועית Comfort דגם: 8906 תוצרת GARDENA גרמניה. מיועדת לגיזום ענפים ירוקים בקוטר של 25 ממ. זוכת פרס העיצוב Reddot 2016 25 שנות אחריות!,מזמרת יד מקצועית Comfort דגם: 8906 תוצרת GARDENA גרמניה. מיועדת לגיזום ענפים ירוקים בקוטר של 25 ממ. זוכת פרס העיצוב Reddot 2016 25 שנות אחריות! להבי פלדה מצופים למניעת הידבקות מנגנון להתאמת העבודה לגודל יד המפעיל באמצעות כיוון הפתיחה מנגנון לחיתוך מהיר וחלק למניעת פציעת הענפים ידיות ארגונומיות בעלי אחיזה רכה לנוחות מרבית. *האחריות מותנית בשימוש מתאים לכלי ואינה כוללת שברים מכניים או בלאי בשל שימוש שאינו תואם לכלי
62033081,סט מגרפת דשא + מטאטא כביש + מוט רב תכליתי (דגם 3081) לחווית עבודה בגינה שלא היכרתם תוצרת GARDENA גרמניה החברה המובילה בעולם בתחום הגינון.,"סט מגרפת דשא + מטאטא כביש + מוט רב תכליתי (דגם 3081) לחווית עבודה בגינה שלא היכרתם תוצרת GARDENA גרמניה החברה המובילה בעולם בתחום הגינון. הסט כולל: מטאטא כביש סופר איכותי ברוחב 45 סמ,עמיד וחזק, עשוי מפלסטיק באיכות גבוהה. זיפים חלקים פוליפרופילן להשגת תוצאת ניקוי אופטימלית ועבודה יעילה. קצה גירוד משולב מעל המטאטא המאפשר הסרה קלה של עפר כבוש או עלים לחים. מתאים לעבודה עם ידית רב תכליתית Combisystem. קל לחיבור לידית ונוח לשימוש. מגרפת דשא סופר איכותית אידיאלית לגירוף עלים, דשא קצוץ ופסולת גן אחר. מתאימה לעבודה עם ידית רב תכליתית Combisystem. שיניים חסונות עשויות מפלסטיק באיכות גבוהה מסודרים ברוחב עבודה של 43 סנטימטר. לעבודה קלה, מעשית וחוסכת זמן. קלת משקל לנוחות מירבית. קלה לחיבור לידית ונוחה לשימוש. ידית רב תכליתית Combisystem מעץ מסיבי נוח מאוד לאחיזה ולשימוש. עמיד וחזק לשימוש לאורך שנים רבות. מתאים גם לכלים אחרים של גרדנה."
62033099,"מגרפת דשא מתכווננת איכותית Combisystem תוצרת GARDENA גרמניה. מתאימה באופן אידיאלי לגרוף עלים, דשא קצוץ ופסולת גן אחרת. מתאימה לעבודה עם ידית רב תכליתית Combisystem.","מגרפת דשא מתכווננת איכותית Combisystem תוצרת GARDENA גרמניה. מתאימה באופן אידיאלי לגרוף עלים, דשא קצוץ ופסולת גן אחרת. מתאימה לעבודה עם ידית רב תכליתית Combisystem. מגרפת פלסטיק קשיח מתכווננת ברוחב 35-52 סמ. הרוחב בין השיניים ניתן להתאמה בקלות. קלה לחיבור לידית ונוחה לשימוש."
62033100,מגרפת דשא מתכת איכותית Combisystem תוצרת GARDENA גרמניה. מיועדת לגירוף עלים ומכסחת דשא. מתאימה לעבודה עם ידית רב תכליתית Combisystem.,מגרפת דשא מתכת איכותית Combisystem תוצרת GARDENA גרמניה. מיועדת לגירוף עלים ומכסחת דשא. מתאימה לעבודה עם ידית רב תכליתית Combisystem. עשויה מתכת ושיני חוט עגולות המקנות חוזק מיכני מירבי ברוחב 50 סמ המאפשרים עבודה מהירה ויעילה. מסיבית ועשויה פלדה מצופה המגנה בצורה אופטימלית מפני קורוזיה. קלה לחיבור לידית ונוחה לשימוש.
62033101,"מגרפת דשא פלסטיק איכותית Combisystem תוצרת GARDENA גרמניה. מתאימה באופן אידיאלי לגרוף עלים, דשא קצוץ ופסולת גן אחר. מתאימה לעבודה עם ידית רב תכליתית Combisystem.","מגרפת דשא פלסטיק איכותית Combisystem תוצרת GARDENA גרמניה. מתאימה באופן אידיאלי לגרוף עלים, דשא קצוץ ופסולת גן אחר. מתאימה לעבודה עם ידית רב תכליתית Combisystem. שיניים חסונות עשויות מפלסטיק באיכות גבוהה מסודרים ברוחב עבודה של 43 סנטימטר מאפשרות עבודה קלה, מעשית וחוסכת זמן. קלת משקל לנוחות מירבית. קלה לחיבור לידית ונוחה לשימוש."
62033113,מעשב איכותי דגם: 3112 Combisystem תוצרת GARDENA גרמניה. מיועד להסרת עשבים שוטים ברוחב של 16 סמ. מתאים לעבודה עם ידית רב תכליתית Combisystem.,מעשב איכותי דגם: 3112 Combisystem תוצרת GARDENA גרמניה. מיועד להסרת עשבים שוטים ברוחב של 16 סמ. מתאים לעבודה עם ידית רב תכליתית Combisystem . מסיבי ועשוי פלדה מצופה המגנה בצורה אופטימלית מפני קורוזיה. קל לחיבור לידית ונוח לשימוש.
62033115,"מקטפת 3115 Combisystem Fruit Picker הינה מקטפת פירות איכותית, מיועדת לקטיף פירות. מתאימה לעבודה עם ידית טלסקופית 3712 Combisystem.","מקטפת 3115 Combisystem Fruit Picker הינה מקטפת פירות איכותית, מיועדת לקטיף פירות. מתאימה לעבודה עם ידית טלסקופית 3712 Combisystem. המקטפת עשויה בצורה מסיבית מפלסטיק קשיח. מצוידת בלהב פלסטיק לחיתוך עוקץ הפרי. ניתנת לכיוון בזויות שונות באמצעות פתיחה/סגירת בורג הפרפר הנמצא בברך המקטפה. שקית העשויה כותנה הניתנת לרחיצה ולשימוש ארוך."
62033134,מקלטר משולב איכותי Combisystem דגם: 3134 תוצרת GARDENA גרמניה מיועד לקלטור ולעישוב ברוחב של 14 סמ מתאים לעבודה עם ידית רב תכליתית Combisystem,מקלטר משולב איכותי Combisystem דגם: 3134 תוצרת GARDENA גרמניה מיועד לקלטור ולעישוב ברוחב של 14 סמ מתאים לעבודה עם ידית רב תכליתית Combisystem בנוי ממקלטר 3 שיניים בצד אחד ומעשב בצידו הנגדי ניתן לשינוי מצב מקילטור לעישור על ידי סיבוב הכלי מסיבי ועשוי פלדה מצופה המגנה בצורה אופטימלית מפני קורוזיה קל לחיבור לידית ונוח לשימוש
62033166,מקלטר 3 שיניים איכותי Combisystem תוצרת GARDENA גרמניה מיועד לאוורור הקרקע ברוחב 9 סמ מתאים לעבודה עם ידית רב תכליתית Combisystem,מקלטר 3 שיניים איכותי Combisystem תוצרת GARDENA גרמניה מיועד לאוורור הקרקע ברוחב 9 סמ מתאים לעבודה עם ידית רב תכליתית Combisystem מסיבי ועשוי פלדה מצופה המגנה בצורה אופטימלית מפני קורוזיה קל לחיבור לידית ונוח לשימוש
62033168,מגרפה מחוזקת מקצועית ואיכותית Combisystem תוצרת GARDENA גרמניה. מגרפת קשת מיועדת לעבודת גירוף ופילוס אדמה. מתאימה לעבודה עם ידית רב תכליתית Combisystem.,מגרפה מחוזקת מקצועית ואיכותית Combisystem תוצרת GARDENA גרמניה. מגרפת קשת מיועדת לעבודת גירוף ופילוס אדמה. מתאימה לעבודה עם ידית רב תכליתית Combisystem. בעלת תמיכה D המקנה לה חוזק מירבי וברוחב 36 סמ. מסיבית ועשויה פלדה מצופה המגנה בצורה אופטימלית מפני קורוזיה. קלה לחיבור לידית ונוחה לשימוש.
62033178,מגרפה מקצועית קשיחה איכותית Combisystem תוצרת GARDENA גרמניה. מיועדת לעבודת גירוף ופילוס אדמה ברוחב 36 סמ. מתאימה לעבודה עם ידית רב תכליתית Combisystem.,מגרפה מקצועית קשיחה איכותית Combisystem תוצרת GARDENA גרמניה. מיועדת לעבודת גירוף ופילוס אדמה ברוחב 36 סמ. מתאימה לעבודה עם ידית רב תכליתית Combisystem. מסיבית ועשויה פלדה מצופה המגנה בצורה אופטימלית מפני קורוזיה. קלה לחיבור לידית ונוחה לשימוש.
62033215,"מעדר לב+2 שיניים איכותי Combisystem תוצרת GARDENA גרמניה מיועד לעידור, עישוב ופילוס הקרקע ברוחב 7 סמ","מעדר לב+2 שיניים איכותי Combisystem תוצרת GARDENA גרמניה מיועד לעידור, עישוב ופילוס הקרקע ברוחב 7 סמ מסיבי ועשוי פלדה מצופה המגנה בצורה אופטימלית מפני קורוזיה מתאים לעבודה עם ידית רב תכליתית Combisystem קל לחיבור לידית ונוח לשימוש"
62033487,ליצירת חור לשתילה ללא מאמץ מיועד לשתילה עשוי מתכת מגולוונת בצורה קונית ובעומק של 19.5 סמ.,
62033622,מטאטא כביש איכותי Combisystem תוצרת GARDENA גרמניה. מיועד לעבודה בגינה ומסביב לבית. רוחב עבודה של 45 סנטימטרים.,"מטאטא כביש איכותי Combisystem תוצרת GARDENA גרמניה. מיועד לעבודה בגינה ומסביב לבית. רוחב עבודה של 45 סנטימטרים ראש בעל עמידות עשוי מפלסטיק באיכות גבוהה, המטאטא חזק יכול לשמש למספר המטרות. זיפים חלקים פוליפרופילן להשגת תוצאת ניקוי אופטימלית ועבודה יעילה. קצה גירוד משולב מעל המטאטא המאפשר הסרה קלה של עפר כבוש או עלים לחים. מתאים לעבודה עם ידית רב תכליתית Combisystem . קל לחיבור לידית ונוח לשימוש."
62033630,מטאטא בית איכותי Combisystem תוצרת GARDENA גרמניה. מיועד לשימוש בבית ברוחב עבודה של 34 סמ.,"מטאטא בית איכותי Combisystem תוצרת GARDENA גרמניה. מיועד לשימוש בבית ברוחב עבודה של 34 סמ. ראש בעל עמידות עשוי מפלסטיק באיכות גבוהה, המטאטא יכול לשמש למספר מטרות. מעשי: הקצוות מעוגלים כדי למנוע פגיעה ברהיטים. זיפים באיכות גבוהה עשויים מתערובת שיער פוליפרופילן ושיער סוס להשגת תוצאת ניקוי אופטימלית ועבודה יעילה. מתאים לעבודה עם ידית רב תכליתית Combisystem . קל לחיבור לידית ונוח לשימוש."
62033642,מגב GARDENA סופר איכותי לנקיון מושלם ושאינו מתבלה מתאים לבית ולחצר 15 שנות אחריות!! מותאם למוט אוניברסלי גרדנה (לא כלול),"מגב GARDENA סופר איכותי לנקיון מושלם ושאינו מתבלה מתאים לבית ולחצר 15 שנות אחריות!! מותאם למוט אוניברסלי גרדנה (לא כלול) המגב ברוחב 43 סמ, עשוי מגומי עמיד שאינו מתבלה לאורך שנים רבות. אידיאלי להסרה מהירה של מים ממרצפות בבית, במרפסת ובחצר ומכל משטח אבן חלק אודות לראש פלסטיק באיכות ובהנדסת אנוש גבוהה ביותר, מוגן ואיתן המגב מכל נזק. המגב מתאים לכל ידיות combisystem GARDENA"
62033715,ידית אלומיניום איכותית Combisystem דגם: 3715 תוצרת GARDENA גרמניה. ידית מסיבית באורך 1.50 מטר.,"ידית אלומיניום איכותית Combisystem דגם: 3715 תוצרת GARDENA גרמניה. ידית מסיבית באורך 1.50 מטר. הידיות קלות ויציבות במיוחד, משום שהם עשויים מאלומיניום באיכות גבוהה. הידית טמונה היטב בתוך ציפוי פלסטיק מחורץ. בורג החיזוק לאבטחת כלי combisystem דבר המונע איבוד הכלי. ניתן לשימוש בכל הכלים מסדרת Combisystem."
62033720,הדגם הטלסקופי החדש המשופר GARDENA CombiSystem 3720 מנעד טלסקופי 160-290 סמ מיועד לעבודה נוחה בגובה 4/5 מטר מתאים לכל כלי גרדנה Combisystem,"הדגם הטלסקופי החדש המשופר GARDENA CombiSystem 3720 מנעד טלסקופי 160-290 סמ מיועד לעבודה נוחה בגובה 4/5 מטר מתאים לכל כלי גרדנה Combisystem מוט אלומיניום טלסקופי איכותי Combisystem תוצרת GARDENA גרמניה טבעת הזזה שימושית וחיבור מנעול ללא פיתול הודות לידית טלסקופית ניתן להאריך גובה עבודה בקלות בצעדי 26 סנטימטרים דבר המאפשר עבודה נעימה מותאמת למצב העבודה וגובה גוף הידית עשויה מאלומיניום קל ויציב במיוחד לטיפול טוב ונעים, הידית מצופה פלסטיק בורג החיזוק לאבטחת כלי combisystem למניעת אובדן / ניתוק"
62033721,הדגם הטלסקופי החדש המשופר GARDENA CombiSystem 3721 מנעד טלסקופי 210-390 סמ מיועד לעבודה נוחה בגובה 5 מטר מתאים לכל כלי גרדנה Combisystem,"הדגם הטלסקופי החדש המשופר GARDENA CombiSystem 3721 מנעד טלסקופי 210-390 סמ מיועד לעבודה נוחה בגובה 5 מטר מתאים לכל כלי גרדנה Combisystem מוט אלומיניום טלסקופי איכותי Combisystem תוצרת GARDENA גרמניה טבעת הזזה שימושית וחיבור מנעול ללא פיתול הודות לידית טלסקופית ניתן להאריך גובה עבודה בקלות בצעדי 26 סנטימטרים דבר המאפשר עבודה נעימה מותאמת למצב העבודה וגובה גוף הידית עשויה מאלומיניום קל ויציב במיוחד לטיפול טוב ונעים, הידית מצופה פלסטיק בורג החיזוק לאבטחת כלי combisystem למניעת אובדן / ניתוק"
62033725,ידית עץ איכותית Combisystem דגם 3725 תוצרת GARDENA גרמניה ניתן לשימוש בכל הכלים מסדרת Combisystem,ידית עץ איכותית Combisystem דגם 3725 תוצרת GARDENA גרמניה ניתן לשימוש בכל הכלים מסדרת Combisystem ידית באורך 1.50 מטר מסיבית ועשויה מעץ איכותי וצינור אלומיניום ציפוי פלסטיק בקצה הידית המבטיח חיבור יציב ואחיזה בטוחה של כלי combisystem בורג החיזוק עם רכיבי פלסטיק רכים לאבטחת כלי combisystem דבר המונע איבוד הכלי
62038950,"כף שתילה רחבה דגם 8950 תוצרת GARDENA גרמניה. מיועדת לשתילה בעציצים, אדניות, באדמה ובפטיו.","כף שתילה רחבה דגם 8950 תוצרת GARDENA גרמניה. מיועדת לשתילה בעציצים, אדניות, באדמה ובפטיו. רחבה ועשויה פלדה איכותית ומצופה רוחב של 8 סמ. ידית בעלת מבנה מיוחד ואחיזה רכה מאפשרת עבודה נוחה."
62038951,"כף שתילה צרה דגם 8951 תוצרת GARDENA גרמניה. מיועדת לשתילה בעציצים, אדניות, באדמה ובפטיו.","כף שתילה צרה דגם 8951 תוצרת GARDENA גרמניה. מיועדת לשתילה בעציצים, אדניות, באדמה ובפטיו. צרה ועשויה פלדה איכותית ומצופה רוחב של 6 סמ. ידית בעלת מבנה מיוחד ואחיזה רכה ומאפשרת עבודה נוחה."
62038955,"מעדר לב מיני + 2 שיניים Combisystem תוצרת GARDENA גרמניה מעדר איכותי המיועד לאיורור לניכוש לשימוש בעציצים, באדניות ובפטיו ברוחב עבודה של 6 סמ","מעדר לב מיני + 2 שיניים Combisystem תוצרת GARDENA גרמניה מעדר איכותי המיועד לאיורור לניכוש לשימוש בעציצים, באדניות ובפטיו ברוחב עבודה של 6 סמ בעל מבנה מיוחד המאפשר עבודה נוחה וקלה עשוי פלדה איכותית ומצופה הידית ניתנת להסרה בקלות והחלפתה בידית combisystem לעבודה נוחה מבלי להתכופף"
62038956,מגרפת דשא מיני ידנית תוצרת GARDENA גרמניה. מיועדת לגירוף עלים ודשא במקומות צרים.,מגרפת דשא מיני ידנית תוצרת GARDENA גרמניה. מיועדת לגירוף עלים ודשא במקומות צרים. עשויה פלדה איכותית ומצופה וברוחב עבודה של 12 סמ. ידית בעלת מבנה מיוחד המאפשרת עבודה נוחה וקלה. לעבודה נוחה מבלי להתכופף.
62038957,"מקלטר מיני ידני איכותי תוצרת GARDENA גרמניה מיועד לאיוורור וקילטור בעציצים, אדניות ובפטיו","מקלטר מיני ידני איכותי תוצרת GARDENA גרמניה מיועד לאיוורור וקילטור בעציצים, אדניות ובפטיו בעל מבנה מיוחד המאפשר עבודה נוחה וקלה עשוי פלדה איכותית ומצופה ברוחב עבודה של 7 סמ."
